연번,업체명,이메일 주소,대표자(익명),벤처확인유형,지역,간략주소,업종분류(기보),업종명(11차),주생산품,벤처유효시작일,벤처유효종료일,벤처확인기관,신규/재확인
3434,주식회사 지이티코퍼레이션,,권**,혁신성장유형,인천,인천 연수구,제조업,일반 제재업,제재목,20250625,20280624,벤처기업확인기관,신규
3435,예비창업자 이유연,,이**,예비벤처유형,대구,대구광역시 달서구,정보처리S/W,포털 및 기타 인터넷 정보매개 서비스업,,20250625,20280624,벤처기업확인기관,신규
3436,주식회사 로버,,김**,혁신성장유형,광주,광주 북구,제조업,트레일러 및 세미트레일러 제조업,"자동차,로봇,트레일러 개발 및 제작업,자동차,로봇,트레일러 도.소매업,소프트웨어 개발 및 공급업,전기ㆍ전자공학 연구개발업,연구개발 및 연구용역업",20250625,20280624,벤처기업확인기관,신규
3437,(주)딜리버드코리아,,김**,혁신성장유형,부산,부산광역시 해운대구,정보처리S/W,응용 소프트웨어 개발 및 공급업,소프트웨어,20250625,20280624,벤처기업확인기관,신규
3438,일진스마트,,김**,혁신성장유형,경북,경상북도 경주시,제조업,기타 반도체소자 제조업,반도체 방사선 검출 재료,20250625,20280624,벤처기업확인기관,신규
3439,주식회사 사일런트스카이,,김**,벤처투자유형,서울,서울 관악구,제조업,무인 항공기 및 무인 비행장치 제조업,드론 프로펠러 설계 및 제작,20250625,20280624,벤처기업확인기관,신규
3440,농업회사법인 비에프씨 (주),,이**,혁신성장유형,충남,충청남도 천안시,제조업,그 외 기타 달리 분류되지 않은 제품 제조업,친환경농자재,20250625,20280624,벤처기업확인기관,신규
3441,"주식회사 엔씨에프테크(NCF tech Co.,Ltd.)",,남**,벤처투자유형,경기,경기도 수원시,제조업,탄소섬유 제조업, 탄소기반 필름제조,20250625,20280624,벤처기업확인기관,신규
3442,주식회사 조벡스,,이**,벤처투자유형,부산,부산광역시 해운대구,제조업,컴퓨터 제조업,농업 HW/SW솔루션,20250625,20280624,벤처기업확인기관,신규
3443,주식회사 에이머슬리,,최**,벤처투자유형,서울,서울특별시 서초구,정보처리S/W,응용 소프트웨어 개발 및 공급업,반도체 제조용 소프트웨어,20250625,20280624,벤처기업확인기관,신규
3444,주식회사 투비스,,김**,혁신성장유형,대구,대구광역시 동구,정보처리S/W,컴퓨터 프로그래밍 서비스업,정보기기 인프라 종합관리 시스템,20250624,20280623,벤처기업확인기관,신규
3445,주식회사 이룸환경디자인,,한**,혁신성장유형,경기,경기도 고양시,제조업,전시 및 광고용 조명장치 제조업,전광판,20250624,20280623,벤처기업확인기관,신규
3446,주식회사 이스트스트릿,,장**,혁신성장유형,서울,서울특별시 동대문구,제조업,그 외 기타 분류 안된 섬유제품 제조업,"의류및잡화, 전자상거래 외",20250624,20280623,벤처기업확인기관,신규
3447,주식회사 아몬드,,나**,혁신성장유형,경기,경기도 성남시,정보처리S/W,그 외 기타 정보 서비스업,소프트웨어 개발,20250624,20280623,벤처기업확인기관,신규
3448,주식회사 시만,,신**,혁신성장유형,경기,경기도 고양시,정보처리S/W,응용 소프트웨어 개발 및 공급업,"연구개발업, 응용소프트웨어 개발 및 공급,  학술 연구 용역",20250624,20280623,벤처기업확인기관,신규
3449,(주)목연,,배**,혁신성장유형,경기,경기도 이천시,제조업,기타 건축용 나무제품 제조업,목재가공품,20250624,20280623,벤처기업확인기관,신규
3450,주식회사 플로라소프트,,오**,혁신성장유형,서울,서울 금천구,정보처리S/W,응용 소프트웨어 개발 및 공급업,응용 소프트웨어 개발 및 공급업,20250624,20280623,벤처기업확인기관,신규
3451,주식회사 엑스알엑스,,김**,혁신성장유형,인천,인천광역시 남동구,정보처리S/W,컴퓨터 프로그래밍 서비스업,XR 메타버스 테마파크 구축 서비스,20250624,20280623,벤처기업확인기관,신규
3452,원웰,,박**,혁신성장유형,경기,경기도 용인시,제조업,화장품 제조업,"유기농 화장품 (클렌저,토너,선크림)",20250624,20280623,벤처기업확인기관,신규
3453,주식회사 글로벌퍼시,,이**,혁신성장유형,경남,경상남도 함양군,제조업,금속 성형기계 제조업,포밍기,20250624,20280623,벤처기업확인기관,신규
3454,주식회사 오숲,,김**,혁신성장유형,강원,강원특별자치도 강릉시,연구개발서비스,자연과학 및 공학 융합 연구개발업,연구개발업 (자연과학 및 공학 융합개발업),20250624,20280623,벤처기업확인기관,신규
3455,동아로보틱스(주),,강**,혁신성장유형,경기,경기도 성남시,제조업,디지털 적층 성형기계 제조업,건설용 로봇 3D 프린터,20250624,20280623,벤처기업확인기관,신규
3456,주식회사 어플라이카본텍,,한**,혁신성장유형,경기,경기도 화성시,제조업,기타 1차 비철금속 제조업,탄소 복합 금속 분말,20250624,20280623,벤처기업확인기관,신규
3457,주식회사 비알코스 와이드,,강**,혁신성장유형,경기,경기도 화성시,제조업,화장품 제조업,화장품,20250624,20280623,벤처기업확인기관,신규
3458,(주)미성디자인,,임**,혁신성장유형,대전,대전광역시 서구,제조업,그 외 기타 가구 제조업,"실내골프인테리어제조, 응용소프트웨어 개발 및 공급업",20250624,20280623,벤처기업확인기관,신규
3459,주식회사 씨앤캠,,김**,혁신성장유형,대전,대전광역시 유성구,제조업,그 외 기타 분류 안된 화학제품 제조업,"기능성 흡착소재, 흡착필터 등 환경오염물질 제거 소재 및 필터 등",20250624,20280623,벤처기업확인기관,신규
3460,주식회사 원픽,,박**,혁신성장유형,대전,대전광역시 유성구,정보처리S/W,컴퓨터 프로그래밍 서비스업,업무관리시스템,20250624,20280623,벤처기업확인기관,신규
3461,주식회사 키토라푸드,,이**,혁신성장유형,경남,경상남도 양산시,제조업,빵류 제조업,"프로틴 저당식빵, 프로틴 저당모닝빵, 케이크류",20250624,20280623,벤처기업확인기관,신규
3462,라인트론 주식회사,,이**,혁신성장유형,서울,서울특별시 금천구,정보처리S/W,응용 소프트웨어 개발 및 공급업,자동차 ECU 임베디드 SW 개발솔루션,20250624,20280623,벤처기업확인기관,신규
3463,예비창업자 김무영,,김**,예비벤처유형,서울,서울특별시 광진구,제조업,그 외 기타 의료용품 및 의약 관련제품 제조업,,20250624,20280623,벤처기업확인기관,신규
3464,바이탈오토 주식회사 (Vital Auto),,김**,혁신성장유형,서울,서울특별시 강서구,정보처리S/W,응용 소프트웨어 개발 및 공급업,"소프트웨어 개발 및 제공업 , 하드웨어, 소프트웨어 개발 및 공급업, 정보처리 및 제공기술업",20250624,20280623,벤처기업확인기관,신규
3465,주식회사 한솔에스앤피,,황**,혁신성장유형,충남,충청남도 아산시,제조업,"금속 문, 창, 셔터 및 관련제품 제조업","샌드위치판넬 마감재용 후레싱, 지붕 교체 덧방용 강판, 행거도어, 스윙도어 및 하이샷시",20250624,20280623,벤처기업확인기관,신규
3466,주식회사 휴플랜,,송**,혁신성장유형,경기,경기도 시흥시,제조업,"체조, 육상 및 체력단련용 장비 제조업","조경시설물, 야외운동기구",20250624,20280623,벤처기업확인기관,신규
3467,주식회사 중일머티리얼즈,,"김**,김**,김**",혁신성장유형,인천,인천광역시 남동구,제조업,혼성 및 재생 플라스틱 소재 물질 제조업,재생합성수지 제조 ,20250624,20280623,벤처기업확인기관,신규
3468,주식회사 태영테크,,박**,혁신성장유형,광주,광주광역시 광산구,제조업,차체 및 특장차 제조업,"DECK ASS&apos;Y, HOPPER, ",20250624,20280623,벤처기업확인기관,신규
3469,아사프국일 주식회사,,박**,혁신성장유형,울산,울산광역시 울주군,제조업,그 외 기타 일반목적용 기계 제조업,"기체여과기(촉매), 내화채움재",20250624,20280623,벤처기업확인기관,신규
3470,주식회사 더배스트,,L**,혁신성장유형,서울,서울특별시 마포구,정보처리S/W,응용 소프트웨어 개발 및 공급업,렌탈(할부) 팩토링 서비스,20250624,20280623,벤처기업확인기관,신규
3471,조은세상 주식회사,,서**,혁신성장유형,전남,전라남도 화순군,제조업,합성수지 및 기타 플라스틱 물질 제조업,정화조및 폐합성수지제품,20250624,20280623,벤처기업확인기관,신규
3472,주식회사 포스솔루션,,장**,혁신성장유형,경기,경기 성남시,제조업,과자류 및 코코아 제품 제조업,쿠키,20250624,20280623,벤처기업확인기관,신규
3473,(주)디에이치코리아,,박**,혁신성장유형,경기,경기도 부천시,제조업,화장품 제조업,"화장품, 통증패치",20250624,20280623,벤처기업확인기관,신규
3474,(주)신비향,,김**,혁신성장유형,경기,경기도 남양주시,제조업,건강보조용 액화식품 제조업,"추출가공식품 생산판매(장어진액,흑염소진액),액상차(대추한방차,흑삼쌍화차), 건식발효식품제조(황칠,녹차,대추)",20250624,20280623,벤처기업확인기관,신규
3475,주식회사 피앤에프(PNF),,최**,혁신성장유형,경기,경기도 안산시,제조업,연성 및 기타 인쇄회로기판 제조업,"인쇄회로기판,의료용 기기,전장용 기기,방산용 기기",20250624,20280623,벤처기업확인기관,신규
3476,예비창업자 장원종,,장**,예비벤처유형,서울,서울특별시 광진구,연구개발서비스,의학 및 약학 연구개발업,,20250624,20280623,벤처기업확인기관,신규
3477,(주)스테이션브릿지,,이**,혁신성장유형,서울,서울특별시 구로구,정보처리S/W,컴퓨터 프로그래밍 서비스업,플랫폼서비스 개발,20250624,20280623,벤처기업확인기관,신규
3478,농업회사법인 에코팜주식회사,,정**,벤처투자유형,전남,전라남도 순천시,"농,어,임,광업",양돈업,돼지,20250624,20280623,벤처기업확인기관,신규
3479,주식회사 리비전,,김**,벤처투자유형,경기,경기도 수원시,정보처리S/W,응용 소프트웨어 개발 및 공급업,기타,20250624,20280623,벤처기업확인기관,신규
3480,(주)오프비트,,문**,벤처투자유형,서울,서울 강남구,정보처리S/W,기타 게임 소프트웨어 개발 및 공급업,게임,20250624,20280623,벤처기업확인기관,신규
3481,주식회사 피앤에이치파트너스,,박**,벤처투자유형,서울,서울특별시 강남구,"농,어,임,광업",곡물 및 기타 식량작물 재배업,기타,20250624,20280623,벤처기업확인기관,신규
3482,주식회사 제타스트림,,이**,벤처투자유형,인천,인천광역시 연수구,정보처리S/W,응용 소프트웨어 개발 및 공급업,응용 소프트웨어,20250618,20280617,벤처기업확인기관,신규
3483,주식회사 러스팜,,원**,혁신성장유형,강원,강원특별자치도 양양군,연구개발서비스,자연과학 및 공학 융합 연구개발업,스마트양식,20250618,20280617,벤처기업확인기관,신규
3484,주식회사 코바이오,,"김**,김**",연구개발유형,경기,경기도 용인시,제조업,체외 진단 시약 제조업,체외 진단 시약,20250618,20280617,벤처기업확인기관,신규
3485,주식회사 선나,,이**,벤처투자유형,서울,서울특별시 종로구,제조업,그 외 기타 의료용 기기 제조업,의료기기,20250618,20280617,벤처기업확인기관,신규
3486,(주)이데아플라츠,,김**,연구개발유형,서울,서울특별시 금천구,제조업,기타 광학기기 및 사진기 제조업,"3D광학홀로그램, 친환경플라스틱",20250618,20280617,벤처기업확인기관,신규
3487,주식회사 왓츠랩,,"심**,송**",연구개발유형,서울,서울특별시 서초구,연구개발서비스,전기ㆍ전자공학 연구개발업,"VR 디지털 치료기기, 장갑형 VR 컨트롤러",20250618,20280617,벤처기업확인기관,신규
3488,주식회사 위브메이드,,김**,혁신성장유형,인천,인천광역시 계양구,제조업,그 외 기타 달리 분류되지 않은 제품 제조업,생활가전제품,20250618,20280617,벤처기업확인기관,신규
3489,바이탈라이즈,,전**,혁신성장유형,전북,전북특별자치도 김제시,제조업,건강기능식품 제조업,뇌건강에 도움을 줄수있는 건강식품/건강기능식품,20250618,20280617,벤처기업확인기관,신규
3490,주식회사 지오니아코리아,,최**,혁신성장유형,경기,경기도 화성시,제조업,기타 건축용 플라스틱 조립제품 제조업,"지오그리드, 토목섬유, 토목용보강재",20250618,20280617,벤처기업확인기관,신규
3491,주식회사 마이크로서비스,,신**,혁신성장유형,서울,서울특별시 금천구,정보처리S/W,응용 소프트웨어 개발 및 공급업,응용 소프트웨어 개발 및 공급,20250618,20280617,벤처기업확인기관,신규
3492,농업회사법인주식회사유일식품,,이**,혁신성장유형,전남,전라남도 함평군,제조업,단미 사료 및 기타 사료 제조업,"천연발효 분말식초(황칠, 마늘, 양파 등), 나비잠(흑하랑젤리), 마늘껍질 발효사료(배합사료 첨가제)",20250618,20280617,벤처기업확인기관,신규
3493,주식회사 버라이즈,,김**,혁신성장유형,서울,서울특별시 강남구,제조업,화장품 제조업,화장품,20250618,20280617,벤처기업확인기관,신규
3494,주식회사 올댓에코,,정**,혁신성장유형,경기,경기도 성남시,정보처리S/W,기타 정보기술 및 컴퓨터운영 관련 서비스업,탄소중립 서비스 플랫폼 시스템 ,20250618,20280617,벤처기업확인기관,신규
3495,블루젯스페이스 주식회사,,임**,혁신성장유형,대전,대전광역시 유성구,제조업,"유인 항공기, 항공우주선 및 보조장치 제조업","유량조절밸브, 로켓엔진용 점화기, 인공위성용 추력기",20250618,20280617,벤처기업확인기관,신규
3496,(주)솔버엑스,,최**,혁신성장유형,서울,서울 강서구,정보처리S/W,포털 및 기타 인터넷 정보매개 서비스업,"포털 및 기타 인터넷 정보 매개 서비스업,응용 소프트웨어 개발 및 공급업,기타 인문 및 사회과학 연구개발업",20250618,20280617,벤처기업확인기관,신규
3497,주식회사 플레이콘,,이**,혁신성장유형,경기,경기도 화성시,제조업,인형 및 장난감 제조업,유아용 완구,20250618,20280617,벤처기업확인기관,신규
3498,주식회사 건어명가디앤에이치,,"김**,김**",혁신성장유형,경남,경상남도 창원시,제조업,수산동물 건조 및 염장품 제조업,"기타수산물가공,복합조미식품-한번더구운육수멸치,저염도멸치,육수스틱3종,분말4종",20250618,20280617,벤처기업확인기관,신규
3499,주식회사 새한그레인,,이**,혁신성장유형,경남,경상남도 김해시,제조업,과자류 및 코코아 제품 제조업,"스낵, 곡류가공품",20250618,20280617,벤처기업확인기관,신규
3500,올턴 가연테크,,임**,혁신성장유형,전북,전북 전주시,제조업,차체 및 특장차 제조업,"차체 및 트레일러 제조업,중장비 제조, 운반전동차제조,레이저장비",20250618,20280617,벤처기업확인기관,신규
3501,주식회사 바벨브레인,,최**,혁신성장유형,경기,경기도 수원시,정보처리S/W,응용 소프트웨어 개발 및 공급업,초경량 온프레미스 프라이빗 인공지능 에이전트,20250618,20280617,벤처기업확인기관,신규
3502,주식회사 프리피쉬,,장**,혁신성장유형,충북,충청북도 보은군,제조업,기타 구조용 금속제품 제조업,어도,20250618,20280617,벤처기업확인기관,신규
3503,주식회사 에스아이,,"김**,김**",혁신성장유형,전남,전라남도 순천시,제조업,기타 석유정제물 재처리업,아스팔트 및 아스팔트 관련 첨가제,20250618,20280617,벤처기업확인기관,신규
3504,(주) 멀티시스템,,양**,혁신성장유형,경기,경기도 안산시,제조업,전자부품 실장기판 제조업,실장 부품 제조,20250618,20280617,벤처기업확인기관,신규
3505,주식회사 경일,,양**,혁신성장유형,경기,경기도 화성시,제조업,그 외 기타 플라스틱 제품 제조업,플라스틱 사출성형,20250618,20280617,벤처기업확인기관,신규
3506,주식회사 성남테크,,이**,혁신성장유형,경기,경기도 평택시,제조업,반도체 제조용 기계 제조업,반도체 제조용 기계 제조 및 SETUP,20250618,20280617,벤처기업확인기관,신규
3507,주식회사 나무이상,,김**,벤처투자유형,경기,경기도 하남시,제조업,목재 도구 및 주방용 나무제품 제조업,엔드그레인 도마,20250618,20280617,벤처기업확인기관,신규
3508,다원시스템,,전**,혁신성장유형,경북,경상북도 성주군,제조업,그 외 기타 가구 제조업,포스트(알루미늄)시스템,20250618,20280617,벤처기업확인기관,신규
3509,(주) 아이엠로지텍,,송**,혁신성장유형,대구,대구광역시 북구,제조업,기타 음향기기 제조업,"영상정보디스플레이장치, LED전광판",20250618,20280617,벤처기업확인기관,신규
3510,주식회사 저스트주잇,,박**,벤처투자유형,서울,서울특별시 서초구,정보처리S/W,데이터베이스 및 온라인정보 제공업,기타,20250618,20280617,벤처기업확인기관,신규
3511,쥐제이테크,,류**,혁신성장유형,경기,경기도 안산시,제조업,연성 및 기타 인쇄회로기판 제조업,FPCB 완제품,20250618,20280617,벤처기업확인기관,신규
3512,(주)조리쿡,,임**,벤처투자유형,경기,경기도 파주시,제조업,천연 및 혼합조제 조미료 제조업,해물육수 ,20250618,20280617,벤처기업확인기관,신규
3513,서울정보평가 주식회사,,이**,벤처투자유형,서울,서울특별시 송파구,정보처리S/W,컴퓨터 프로그래밍 서비스업,"inffini(재무전문가를 위한 웹앱), Alpha(복합금융상품평가 프로그램) ",20250618,20280617,벤처기업확인기관,신규
3514,하이클리닉대부 주식회사,,황**,벤처투자유형,경기,경기 용인시,정보처리S/W,시스템 소프트웨어 개발 및 공급업,의료 서비스 제공 플랫폼 어플리케이션,20250618,20280617,벤처기업확인기관,신규
3515,주식회사 펠즈,,김**,벤처투자유형,경기,경기도 고양시,정보처리S/W,포털 및 기타 인터넷 정보매개 서비스업,찾아가는 반려동물 건강검진,20250618,20280617,벤처기업확인기관,신규
3516,브이투씨(주),,김**,혁신성장유형,경기,경기 광명시,제조업,유선 통신장비 제조업,"통신장비,음향기기 제조,도소매/정보통신공사/소프트웨어 개발,판매,유통/데이터베이스,온라인정보 제공",20250618,20280617,벤처기업확인기관,신규
3517,에버지놈(주),,이**,혁신성장유형,대전,대전 유성구,연구개발서비스,의학 및 약학 연구개발업,"체외진단기기 (장기이식거부반응 검사, 항암 치료반응 모니터링)",20250618,20280617,벤처기업확인기관,신규
3518,주식회사 올리브웍스,,정**,혁신성장유형,서울,서울특별시 영등포구,정보처리S/W,응용 소프트웨어 개발 및 공급업,클라우드 애플리케이션 보안 서비스,20250618,20280617,벤처기업확인기관,신규
3519,주식회사 리얼월드,,류**,벤처투자유형,서울,서울특별시 강남구,정보처리S/W,컴퓨터 프로그래밍 서비스업,Robotics AI Foundation Model,20250618,20280617,벤처기업확인기관,신규
3520,주식회사 모아플러스대부,,양**,벤처투자유형,서울,서울특별시 영등포구,정보처리S/W,시스템 소프트웨어 개발 및 공급업,플랫폼 소프트웨어 개발 및 공급,20250618,20280617,벤처기업확인기관,신규
3521,(주)시스피아기연,,신**,혁신성장유형,경기,경기도 부천시,제조업,그 외 기타 특수목적용 기계 제조업,"환경관련제품, 튀김기",20250618,20280617,벤처기업확인기관,신규
3522,주식회사 링크루트,,이**,혁신성장유형,서울,서울 관악구,정보처리S/W,응용 소프트웨어 개발 및 공급업,앱 서비스 및 광고  커머스,20250618,20280617,벤처기업확인기관,신규
3523,(주)티엠텍,,태**,혁신성장유형,경기,경기도 평택시,제조업,그 외 기타 전자부품 제조업,"커넥터, 케이블",20250618,20280617,벤처기업확인기관,신규
3524,주식회사 프레쉬몰,,이**,혁신성장유형,대구,대구광역시 동구,제조업,육류 포장육 및 냉동육 가공업 (가금류 제외),"연어, 돼지고기",20250617,20280616,벤처기업확인기관,신규
3525,하인텔 주식회사,,"권**,서**",연구개발유형,서울,서울특별시 성동구,연구개발서비스,자연과학 및 공학 융합 연구개발업,컴퓨터 프로그램 알고리듬,20250617,20280616,벤처기업확인기관,신규
3526,주식회사 다몽,,김**,혁신성장유형,경기,경기 화성시,정보처리S/W,응용 소프트웨어 개발 및 공급업,프로그램 개발,20250617,20280616,벤처기업확인기관,신규
3527,슈프리스 주식회사,,황**,연구개발유형,서울,서울특별시 송파구,제조업,비메모리용 및 기타 전자집적회로 제조업,"센서용 ROIC, 아날로그 및 파워 IC 설계 및 개발",20250617,20280616,벤처기업확인기관,신규
3528,버킷히어로(주),,김**,혁신성장유형,서울,서울특별시 동대문구,정보처리S/W,포털 및 기타 인터넷 정보매개 서비스업,"커머스 App(AOS, IOS), 시스템 소프트웨어",20250617,20280616,벤처기업확인기관,신규
3529,삼성로지피아(주),,유**,혁신성장유형,경기,경기도 고양시,제조업,컨베이어장치 제조업,산업용 리프트,20250617,20280616,벤처기업확인기관,신규
3530,해솔ENG,,이**,혁신성장유형,경기,경기도 화성시,제조업,그 외 기타 분류 안된 금속 가공 제품 제조업,무인단속카메라함체 방수함 스텐함,20250617,20280616,벤처기업확인기관,신규
3531,조베이스(주),,조**,연구개발유형,서울,서울 관악구,정보처리S/W,응용 소프트웨어 개발 및 공급업,소프트웨어 개발업,20250617,20280616,벤처기업확인기관,신규
3532,주식회사 리더티앤디,,신**,혁신성장유형,경기,경기도 광주시,제조업,주방용 및 음식점용 목재가구 제조업,주방용 및 음식점용 목재가구 ,20250617,20280616,벤처기업확인기관,신규
3533,주식회사 써치이노베이션,,권**,혁신성장유형,대구,대구광역시 북구,정보처리S/W,데이터베이스 및 온라인정보 제공업,건축업체 데이터베이스 기반 정보구독 및 입찰 플랫폼 웹서비스,20250617,20280616,벤처기업확인기관,신규
3534,(주)에코빌드,,김**,연구개발유형,경기,경기 연천군,제조업,기체 여과기 제조업,"액체 여과기 제조업,그 외 기타 플라스틱 제품 제조업,기타 기계ㆍ장비 조립용 플라스틱제품 제조업,벽돌 제조,지정 외 폐기물 재화용,전자상거래",20250617,20280616,벤처기업확인기관,신규
3535,주식회사 새로이엔지,,송**,혁신성장유형,경기,경기도 평택시,제조업,반도체 제조용 기계 제조업,반도체 및 반도체관련부품,20250617,20280616,벤처기업확인기관,신규
3536,주식회사 케이포유,,김**,혁신성장유형,경기,경기도 화성시,제조업,플라스틱 필름 제조업,플라스틱 필름 ,20250617,20280616,벤처기업확인기관,신규
3537,농업회사법인 디에프에이치코리아 주식회사,,김**,혁신성장유형,강원,강원특별자치도 철원군,제조업,화장품 제조업,기능성 화장품,20250617,20280616,벤처기업확인기관,신규
3538,주식회사 데이터스피라,,이**,혁신성장유형,부산,부산광역시 해운대구,정보처리S/W,응용 소프트웨어 개발 및 공급업,디지털제품여권 플랫폼,20250617,20280616,벤처기업확인기관,신규
3539,송월(주),,박**,혁신성장유형,경남,경상남도 양산시,제조업,특수 직물 및 기타 직물 직조업,"타올, 섬유제품, 우산, 기타 직물제품",20250617,20280616,벤처기업확인기관,신규
3540,주식회사 엠엘디솔루션,,이**,혁신성장유형,서울,서울특별시 금천구,정보처리S/W,기타 정보기술 및 컴퓨터운영 관련 서비스업,"ERP, MES, AI 솔루션",20250617,20280616,벤처기업확인기관,신규
3541,주식회사 더맑음,,조**,혁신성장유형,경기,경기도 광주시,제조업,식물성 유지 제조업,"참기름, 들기름, 꼬뭉(간편주먹밥 밀키트)",20250617,20280616,벤처기업확인기관,신규
3542,(주)대성포장산업,,윤**,혁신성장유형,광주,광주 광산구,제조업,기타 인쇄업,그라비아 인쇄,20250617,20280616,벤처기업확인기관,신규
3543,주식회사 지아이에이비코리아,,김**,혁신성장유형,인천,인천광역시 연수구,제조업,화장품 제조업,"화장품, 생활용품",20250617,20280616,벤처기업확인기관,신규
3544,주식회사 모리,,"김**,이**",벤처투자유형,인천,인천광역시 연수구,정보처리S/W,응용 소프트웨어 개발 및 공급업,기타,20250617,20280616,벤처기업확인기관,신규
3545,주식회사 플레이모어,,"김**,강**",벤처투자유형,충북,충청북도 제천시,정보처리S/W,응용 소프트웨어 개발 및 공급업,AI 애플리케이션,20250617,20280616,벤처기업확인기관,신규
3546,주식회사 애드웨이브,,나**,벤처투자유형,대전,대전광역시 유성구,연구개발서비스,전기ㆍ전자공학 연구개발업,위성통신용  안테나,20250617,20280616,벤처기업확인기관,신규
3547,주식회사 뉴로타지,,김**,벤처투자유형,서울,서울특별시 동대문구,연구개발서비스,의학 및 약학 연구개발업,퇴행성뇌질환 신약,20250617,20280616,벤처기업확인기관,신규
3548,주식회사 셈스,,김**,벤처투자유형,인천,인천광역시 연수구,연구개발서비스,의학 및 약학 연구개발업,"흡수율 향상 패치, 시트",20250617,20280616,벤처기업확인기관,신규
3549,주식회사 에스티디앤씨,,권**,벤처투자유형,경기,경기 부천시,제조업,일반용 전기 조명장치 제조업,"전기전자조명기구,실내장식,인테리어,가구,전기전자조명기구,무역,정원용품,전자상거래,전시, 컨벤션 및 행사 대행업",20250617,20280616,벤처기업확인기관,신규
3550,새흐름 주식회사,,정**,벤처투자유형,서울,서울특별시 서초구,정보처리S/W,응용 소프트웨어 개발 및 공급업,앱 서비스,20250617,20280616,벤처기업확인기관,신규
3551,주식회사 태영기술,,김**,혁신성장유형,경남,경상남도 창원시,제조업,그 외 기타 전자부품 제조업,"LED LeadFrame(Substrate) 양불검사, Bonding",20250612,20280611,벤처기업확인기관,신규
3552,(주)피오스크플래닛,,전**,혁신성장유형,서울,서울특별시 금천구,제조업,그 외 기타 달리 분류되지 않은 제품 제조업,포토부스 제작 판매 렌탈,20250612,20280611,벤처기업확인기관,신규
3553,주식회사 더에이치컴퍼니,,박**,혁신성장유형,경기,경기도 수원시,제조업,빵류 제조업,도넛,20250612,20280611,벤처기업확인기관,신규
3554,모터홈코리아 주식회사,,민**,혁신성장유형,경기,경기도 용인시,정보처리S/W,응용 소프트웨어 개발 및 공급업,"저공해엔진개조, 엔진성능소프트웨어개발및판매",20250612,20280611,벤처기업확인기관,신규
3555,농업회사법인 새싹나라(주),,이**,연구개발유형,충북,충청북도 충주시,제조업,기타 비알코올 음료 제조업,과채주스(사과즙),20250611,20280610,벤처기업확인기관,신규
3556,주식회사 삼연씨에이에스,,정**,연구개발유형,충북,충청북도 음성군,제조업,그 외 기타 플라스틱 제품 제조업,기능성 필름,20250611,20280610,벤처기업확인기관,신규
3557,주식회사 제이테크,,홍**,혁신성장유형,경기,경기도 안산시,제조업,유압기기 제조업,"산업용 유압기기, 유압밸브 제조, 가공, 판매, 서비스업",20250611,20280610,벤처기업확인기관,신규
3558,주식회사 피에조닉스,,윤**,연구개발유형,전북,전북특별자치도 전주시,제조업,기타 반도체소자 제조업,소재,20250611,20280610,벤처기업확인기관,신규
3559,주식회사 엠아이엠,,강**,혁신성장유형,경기,경기도 화성시,정보처리S/W,컴퓨터 프로그래밍 서비스업,응용 소프트웨어,20250611,20280610,벤처기업확인기관,신규
3560,주식회사 닷코,,임**,혁신성장유형,부산,부산 금정구,정보처리S/W,컴퓨터시스템 통합 자문 및 구축 서비스업,컴퓨터시스템구축,20250611,20280610,벤처기업확인기관,신규
3561,주식회사 바움엘에스,,이**,혁신성장유형,경기,경기도 하남시,제조업,기타 운동 및 경기용구 제조업,운동용구(골프클럽 외),20250611,20280610,벤처기업확인기관,신규
3562,주식회사 디펜서,,황**,혁신성장유형,부산,부산광역시 강서구,제조업,그 외 기타 특수목적용 기계 제조업,"모듈화 안전펜스, 기계류 안전 토탈솔루션",20250611,20280610,벤처기업확인기관,신규
3563,주식회사 예진커뮤니케이션,,조**,혁신성장유형,경기,경기도 파주시,제조업,기타 종이 상자 및 용기 제조업,종이박스(칼라박스),20250611,20280610,벤처기업확인기관,신규
3564,예비창업자 서병규,,서**,예비벤처유형,서울,서울특별시 마포구,정보처리S/W,포털 및 기타 인터넷 정보매개 서비스업,,20250611,20280610,벤처기업확인기관,신규
3565,주식회사국민솔루션,,조**,혁신성장유형,경기,경기도 부천시,정보처리S/W,시스템 소프트웨어 개발 및 공급업,"소프트웨어 개발 및 공급업, 플랫폼 개발 및 공급업",20250611,20280610,벤처기업확인기관,신규
3566,(주)마이컴피앤씨,,이**,혁신성장유형,서울,서울 중구,제조업,오프셋 인쇄업,인쇄물,20250611,20280610,벤처기업확인기관,신규
3567,알비클라우드 주식회사,,임**,혁신성장유형,경기,경기도 성남시,정보처리S/W,응용 소프트웨어 개발 및 공급업,미디어 솔루션,20250611,20280610,벤처기업확인기관,신규
3568,도스 주식회사,,최**,혁신성장유형,경기,경기도 화성시,제조업,그 외 기타 특수목적용 기계 제조업,"측정 시스템 구축, 지그 제작, 전자부품 제작, 무선통신기반 측정 장비 제작",20250611,20280610,벤처기업확인기관,신규
3569,주식회사 아우리움헬스앤뷰티,,서**,혁신성장유형,경기,경기도 광주시,제조업,화장품 제조업,화장품,20250611,20280610,벤처기업확인기관,신규
